Close,Date
3066.59,2020-06-15
3041.31,2020-06-12
3002.1,2020-06-11
3190.14,2020-06-10
3207.18,2020-06-09
3232.39,2020-06-08
3193.93,2020-06-05
3112.35,2020-06-04
3122.87,2020-06-03
3080.82,2020-06-02
3055.73,2020-06-01
3044.31,2020-05-29
3029.73,2020-05-28
3036.13,2020-05-27
2991.77,2020-05-26
2955.45,2020-05-22
2948.51,2020-05-21
2971.61,2020-05-20
2922.94,2020-05-19
2953.91,2020-05-18
2863.7,2020-05-15
2852.5,2020-05-14
2820.0,2020-05-13
2870.12,2020-05-12
2930.32,2020-05-11
2929.8,2020-05-08
2881.19,2020-05-07
2848.42,2020-05-06
2868.44,2020-05-05
2842.74,2020-05-04
2830.71,2020-05-01
2912.43,2020-04-30
2939.51,2020-04-29
2863.39,2020-04-28
2878.48,2020-04-27
2836.74,2020-04-24
2797.8,2020-04-23
2799.31,2020-04-22
2736.56,2020-04-21
2823.16,2020-04-20
2874.56,2020-04-17
2799.55,2020-04-16
2783.36,2020-04-15
2846.06,2020-04-14
2761.63,2020-04-13
2789.82,2020-04-09
2749.98,2020-04-08
2659.41,2020-04-07
2663.68,2020-04-06
2488.65,2020-04-03
2526.9,2020-04-02
2470.5,2020-04-01
2584.59,2020-03-31
2626.65,2020-03-30
2541.47,2020-03-27
2630.07,2020-03-26
2475.56,2020-03-25
2447.33,2020-03-24
2237.4,2020-03-23
2304.92,2020-03-20
2409.39,2020-03-19
2398.1,2020-03-18
2529.19,2020-03-17
2386.13,2020-03-16
2711.02,2020-03-13
2480.64,2020-03-12
2741.38,2020-03-11
2882.23,2020-03-10
2746.56,2020-03-09
2972.37,2020-03-06
3023.94,2020-03-05
3130.12,2020-03-04
3003.37,2020-03-03
3090.23,2020-03-02
2954.22,2020-02-28
2978.76,2020-02-27
3116.39,2020-02-26
3128.21,2020-02-25
3225.89,2020-02-24
3337.75,2020-02-21
3373.23,2020-02-20
3386.15,2020-02-19
3370.29,2020-02-18
3380.16,2020-02-14
3373.94,2020-02-13
3379.45,2020-02-12
3357.75,2020-02-11
3352.09,2020-02-10
3327.71,2020-02-07
3345.78,2020-02-06
3334.69,2020-02-05
3297.59,2020-02-04
3248.92,2020-02-03
3225.52,2020-01-31
3283.66,2020-01-30
3273.4,2020-01-29
3276.24,2020-01-28
3243.63,2020-01-27
3295.47,2020-01-24
3325.54,2020-01-23
3321.75,2020-01-22
3320.79,2020-01-21
3329.62,2020-01-17
3316.81,2020-01-16
3289.29,2020-01-15
3283.15,2020-01-14
3288.13,2020-01-13
3265.35,2020-01-10
3274.7,2020-01-09
3253.05,2020-01-08
3237.18,2020-01-07
3246.28,2020-01-06
3234.85,2020-01-03
3257.85,2020-01-02
3230.78,2019-12-31
3221.29,2019-12-30
3240.02,2019-12-27
3239.91,2019-12-26
3223.38,2019-12-24
3224.01,2019-12-23
3221.22,2019-12-20
3205.37,2019-12-19
3191.14,2019-12-18
3192.52,2019-12-17
3191.45,2019-12-16
3168.8,2019-12-13
3168.57,2019-12-12
3141.63,2019-12-11
3132.52,2019-12-10
3135.96,2019-12-09
3145.91,2019-12-06
3117.43,2019-12-05
3112.76,2019-12-04
3093.2,2019-12-03
3113.87,2019-12-02
3140.98,2019-11-29
3153.63,2019-11-27
3140.52,2019-11-26
3133.64,2019-11-25
3110.29,2019-11-22
3103.54,2019-11-21
3108.46,2019-11-20
3120.18,2019-11-19
3122.03,2019-11-18
3120.46,2019-11-15
3096.63,2019-11-14
3094.04,2019-11-13
3091.84,2019-11-12
3087.01,2019-11-11
3093.08,2019-11-08
3085.18,2019-11-07
3076.78,2019-11-06
3074.62,2019-11-05
3078.27,2019-11-04
3066.91,2019-11-01
3037.56,2019-10-31
3046.77,2019-10-30
3036.89,2019-10-29
3039.42,2019-10-28
3022.55,2019-10-25
3010.29,2019-10-24
3004.52,2019-10-23
2995.99,2019-10-22
3006.72,2019-10-21
2986.2,2019-10-18
2997.95,2019-10-17
2989.69,2019-10-16
2995.68,2019-10-15
2966.15,2019-10-14
2970.27,2019-10-11
2938.13,2019-10-10
2919.4,2019-10-09
2893.06,2019-10-08
2938.79,2019-10-07
2952.01,2019-10-04
2910.63,2019-10-03
2887.61,2019-10-02
2940.25,2019-10-01
2976.74,2019-09-30
2961.79,2019-09-27
2977.62,2019-09-26
2984.87,2019-09-25
2966.6,2019-09-24
2991.78,2019-09-23
2992.07,2019-09-20
3006.79,2019-09-19
3006.73,2019-09-18
3005.7,2019-09-17
2997.96,2019-09-16
3007.39,2019-09-13
3009.57,2019-09-12
3000.93,2019-09-11
2979.39,2019-09-10
2978.43,2019-09-09
2978.71,2019-09-06
2976.0,2019-09-05
2937.78,2019-09-04
2906.27,2019-09-03
2926.46,2019-08-30
2924.58,2019-08-29
2887.94,2019-08-28
2869.16,2019-08-27
2878.38,2019-08-26
2847.11,2019-08-23
2922.95,2019-08-22
2924.43,2019-08-21
2900.51,2019-08-20
2923.65,2019-08-19
2888.68,2019-08-16
2847.6,2019-08-15
2840.6,2019-08-14
2926.32,2019-08-13
2883.09,2019-08-12
2918.65,2019-08-09
2938.09,2019-08-08
2883.98,2019-08-07
2881.77,2019-08-06
2844.74,2019-08-05
2932.05,2019-08-02
2953.56,2019-08-01
2980.38,2019-07-31
3013.18,2019-07-30
3020.97,2019-07-29
3025.86,2019-07-26
3003.67,2019-07-25
3019.56,2019-07-24
3005.47,2019-07-23
2985.03,2019-07-22
2976.61,2019-07-19
2995.11,2019-07-18
2984.42,2019-07-17
3004.04,2019-07-16
3014.3,2019-07-15
3013.77,2019-07-12
2999.91,2019-07-11
2993.07,2019-07-10
2979.63,2019-07-09
2975.95,2019-07-08
2990.41,2019-07-05
2995.82,2019-07-03
2973.01,2019-07-02
2964.33,2019-07-01
2941.76,2019-06-28
2924.92,2019-06-27
2913.78,2019-06-26
2917.38,2019-06-25
2945.35,2019-06-24
2950.46,2019-06-21
2954.18,2019-06-20
2926.46,2019-06-19
2917.75,2019-06-18
2889.67,2019-06-17
2886.98,2019-06-14
2891.64,2019-06-13
2879.84,2019-06-12
2885.72,2019-06-11
2886.73,2019-06-10
2873.34,2019-06-07
2843.49,2019-06-06
2826.15,2019-06-05
2803.27,2019-06-04
2744.45,2019-06-03
2752.06,2019-05-31
2788.86,2019-05-30
2783.02,2019-05-29
2802.39,2019-05-28
2826.06,2019-05-24
2822.24,2019-05-23
2856.27,2019-05-22
2864.36,2019-05-21
2840.23,2019-05-20
2859.53,2019-05-17
2876.32,2019-05-16
2850.96,2019-05-15
2834.41,2019-05-14
2811.87,2019-05-13
2881.4,2019-05-10
2870.72,2019-05-09
2879.42,2019-05-08
2884.05,2019-05-07
2932.47,2019-05-06
2945.64,2019-05-03
2917.52,2019-05-02
2923.73,2019-05-01
2945.83,2019-04-30
2943.03,2019-04-29
2939.88,2019-04-26
2926.17,2019-04-25
2927.25,2019-04-24
2933.68,2019-04-23
2907.97,2019-04-22
2905.03,2019-04-18
2900.45,2019-04-17
2907.06,2019-04-16
2905.58,2019-04-15
2907.41,2019-04-12
2888.32,2019-04-11
2888.21,2019-04-10
2878.2,2019-04-09
2895.77,2019-04-08
2892.74,2019-04-05
2879.39,2019-04-04
2873.4,2019-04-03
2867.24,2019-04-02
2867.19,2019-04-01
2834.4,2019-03-29
2815.44,2019-03-28
2805.37,2019-03-27
2818.46,2019-03-26
2798.36,2019-03-25
2800.71,2019-03-22
2854.88,2019-03-21
2824.23,2019-03-20
2832.57,2019-03-19
2832.94,2019-03-18
2822.48,2019-03-15
2808.48,2019-03-14
2810.92,2019-03-13
2791.52,2019-03-12
2783.3,2019-03-11
2743.07,2019-03-08
2748.93,2019-03-07
2771.45,2019-03-06
2789.65,2019-03-05
2792.81,2019-03-04
2803.69,2019-03-01
2784.49,2019-02-28
2792.38,2019-02-27
2793.9,2019-02-26
2796.11,2019-02-25
2792.67,2019-02-22
2774.88,2019-02-21
2784.7,2019-02-20
2779.76,2019-02-19
2775.6,2019-02-15
2745.73,2019-02-14
2753.03,2019-02-13
2744.73,2019-02-12
2709.8,2019-02-11
2707.88,2019-02-08
2706.05,2019-02-07
2731.61,2019-02-06
2737.7,2019-02-05
2724.87,2019-02-04
2706.53,2019-02-01
2704.1,2019-01-31
2681.05,2019-01-30
2640.0,2019-01-29
2643.85,2019-01-28
2664.76,2019-01-25
2642.33,2019-01-24
2638.7,2019-01-23
2632.9,2019-01-22
2670.71,2019-01-18
2635.96,2019-01-17
2616.1,2019-01-16
2610.3,2019-01-15
2582.61,2019-01-14
2596.26,2019-01-11
2596.64,2019-01-10
2584.96,2019-01-09
2574.41,2019-01-08
2549.69,2019-01-07
2531.94,2019-01-04
2447.89,2019-01-03
2510.03,2019-01-02
2506.85,2018-12-31
2485.74,2018-12-28
2488.83,2018-12-27
2467.7,2018-12-26
2351.1,2018-12-24
2416.62,2018-12-21
2467.42,2018-12-20
2506.96,2018-12-19
2546.16,2018-12-18
2545.94,2018-12-17
2599.95,2018-12-14
2650.54,2018-12-13
2651.07,2018-12-12
2636.78,2018-12-11
2637.72,2018-12-10
2633.08,2018-12-07
2695.95,2018-12-06
2700.06,2018-12-04
2790.37,2018-12-03
2760.17,2018-11-30
2737.76,2018-11-29
2743.79,2018-11-28
2682.17,2018-11-27
2673.45,2018-11-26
2632.56,2018-11-23
2649.93,2018-11-21
2641.89,2018-11-20
2690.73,2018-11-19
2736.27,2018-11-16
2730.2,2018-11-15
2701.58,2018-11-14
2722.18,2018-11-13
2726.22,2018-11-12
2781.01,2018-11-09
2806.83,2018-11-08
2813.89,2018-11-07
2755.45,2018-11-06
2738.31,2018-11-05
2723.06,2018-11-02
2740.37,2018-11-01
2711.74,2018-10-31
2682.63,2018-10-30
2641.25,2018-10-29
2658.69,2018-10-26
2705.57,2018-10-25
2656.1,2018-10-24
2740.69,2018-10-23
2755.88,2018-10-22
2767.78,2018-10-19
2768.78,2018-10-18
2809.21,2018-10-17
2809.92,2018-10-16
2750.79,2018-10-15
2767.13,2018-10-12
2728.37,2018-10-11
2785.68,2018-10-10
2880.34,2018-10-09
2884.43,2018-10-08
2885.57,2018-10-05
2901.61,2018-10-04
2925.51,2018-10-03
2923.43,2018-10-02
2924.59,2018-10-01
2913.98,2018-09-28
2914.0,2018-09-27
2905.97,2018-09-26
2915.56,2018-09-25
2919.37,2018-09-24
2929.67,2018-09-21
2930.75,2018-09-20
2907.95,2018-09-19
2904.31,2018-09-18
2888.8,2018-09-17
2904.98,2018-09-14
2904.18,2018-09-13
2888.92,2018-09-12
2887.89,2018-09-11
2877.13,2018-09-10
2871.68,2018-09-07
2878.05,2018-09-06
2888.6,2018-09-05
2896.72,2018-09-04
2901.52,2018-08-31
2901.13,2018-08-30
2914.04,2018-08-29
2897.52,2018-08-28
2896.74,2018-08-27
2874.69,2018-08-24
2856.98,2018-08-23
2861.82,2018-08-22
2862.96,2018-08-21
2857.05,2018-08-20
2850.13,2018-08-17
2840.69,2018-08-16
2818.37,2018-08-15
2839.96,2018-08-14
2821.93,2018-08-13
2833.28,2018-08-10
2853.58,2018-08-09
2857.7,2018-08-08
2858.45,2018-08-07
2850.4,2018-08-06
2840.35,2018-08-03
2827.22,2018-08-02
2813.36,2018-08-01
2816.29,2018-07-31
2802.6,2018-07-30
2818.82,2018-07-27
2837.44,2018-07-26
2846.07,2018-07-25
2820.4,2018-07-24
2806.98,2018-07-23
2801.83,2018-07-20
2804.49,2018-07-19
2815.62,2018-07-18
2809.55,2018-07-17
2798.43,2018-07-16
2801.31,2018-07-13
2798.29,2018-07-12
2774.02,2018-07-11
2793.84,2018-07-10
2784.17,2018-07-09
2759.82,2018-07-06
2736.61,2018-07-05
2713.22,2018-07-03
2726.71,2018-07-02
2718.37,2018-06-29
2716.31,2018-06-28
2699.63,2018-06-27
2723.06,2018-06-26
2717.07,2018-06-25
2754.88,2018-06-22
2749.76,2018-06-21
2767.32,2018-06-20
2762.59,2018-06-19
2773.75,2018-06-18
2779.66,2018-06-15
2782.49,2018-06-14
2775.63,2018-06-13
2786.85,2018-06-12
2782.0,2018-06-11
2779.03,2018-06-08
2770.37,2018-06-07
2772.35,2018-06-06
2748.8,2018-06-05
2746.87,2018-06-04
2734.62,2018-06-01
2705.27,2018-05-31
2724.01,2018-05-30
2689.86,2018-05-29
2721.33,2018-05-25
2727.76,2018-05-24
2733.29,2018-05-23
2724.44,2018-05-22
2733.01,2018-05-21
2712.97,2018-05-18
2720.13,2018-05-17
2722.46,2018-05-16
2711.45,2018-05-15
2730.13,2018-05-14
2727.72,2018-05-11
2723.07,2018-05-10
2697.79,2018-05-09
2671.92,2018-05-08
2672.63,2018-05-07
2663.42,2018-05-04
2629.73,2018-05-03
2635.67,2018-05-02
2654.8,2018-05-01
2648.05,2018-04-30
2669.91,2018-04-27
2666.94,2018-04-26
2639.4,2018-04-25
2634.56,2018-04-24
2670.29,2018-04-23
2670.14,2018-04-20
2693.13,2018-04-19
2708.64,2018-04-18
2706.39,2018-04-17
2677.84,2018-04-16
2656.3,2018-04-13
2663.99,2018-04-12
2642.19,2018-04-11
2656.87,2018-04-10
2613.16,2018-04-09
2604.47,2018-04-06
2662.84,2018-04-05
2644.69,2018-04-04
2614.45,2018-04-03
2581.88,2018-04-02
2640.87,2018-03-29
2605.0,2018-03-28
2612.62,2018-03-27
2658.55,2018-03-26
2588.26,2018-03-23
2643.69,2018-03-22
2711.93,2018-03-21
2716.94,2018-03-20
2712.92,2018-03-19
2752.01,2018-03-16
2747.33,2018-03-15
2749.48,2018-03-14
2765.31,2018-03-13
2783.02,2018-03-12
2786.57,2018-03-09
2738.97,2018-03-08
2726.8,2018-03-07
2728.12,2018-03-06
2720.94,2018-03-05
2691.25,2018-03-02
2677.67,2018-03-01
2713.83,2018-02-28
2744.28,2018-02-27
2779.6,2018-02-26
2747.3,2018-02-23
2703.96,2018-02-22
2701.33,2018-02-21
2716.26,2018-02-20
2732.22,2018-02-16
2731.2,2018-02-15
2698.63,2018-02-14
2662.94,2018-02-13
2656.0,2018-02-12
2619.55,2018-02-09
2581.0,2018-02-08
2681.66,2018-02-07
2695.14,2018-02-06
2648.94,2018-02-05
2762.13,2018-02-02
2821.98,2018-02-01
2823.81,2018-01-31
2822.43,2018-01-30
2853.53,2018-01-29
2872.87,2018-01-26
2839.25,2018-01-25
2837.54,2018-01-24
2839.13,2018-01-23
2832.97,2018-01-22
2810.3,2018-01-19
2798.03,2018-01-18
2802.56,2018-01-17
2776.42,2018-01-16
2786.24,2018-01-12
2767.56,2018-01-11
2748.23,2018-01-10
2751.29,2018-01-09
2747.71,2018-01-08
2743.15,2018-01-05
2723.99,2018-01-04
2713.06,2018-01-03
2695.81,2018-01-02
2673.61,2017-12-29
2687.54,2017-12-28
2682.62,2017-12-27
2680.5,2017-12-26
2683.34,2017-12-22
2684.57,2017-12-21
2679.25,2017-12-20
2681.47,2017-12-19
2690.16,2017-12-18
2675.81,2017-12-15
2652.01,2017-12-14
2662.85,2017-12-13
2664.11,2017-12-12
2659.99,2017-12-11
